법정동코드,법정동명,폐지구분,시군구코드,법정동_세부코드,법정동명_세부,시군구명
1126090900,서울특별시 중랑구 상봉2동,폐지,11260,90900,상봉2동,서울특별시 중랑구
1126091000,서울특별시 중랑구 중화1동,폐지,11260,91000,중화1동,서울특별시 중랑구
1126091100,서울특별시 중랑구 중화2동,폐지,11260,91100,중화2동,서울특별시 중랑구
1126091200,서울특별시 중랑구 묵1동,폐지,11260,91200,묵1동,서울특별시 중랑구
1126091300,서울특별시 중랑구 묵2동,폐지,11260,91300,묵2동,서울특별시 중랑구
1126091400,서울특별시 중랑구 망우1동,폐지,11260,91400,망우1동,서울특별시 중랑구
1126091500,서울특별시 중랑구 망우2동,폐지,11260,91500,망우2동,서울특별시 중랑구
1126091600,서울특별시 중랑구 망우3동,폐지,11260,91600,망우3동,서울특별시 중랑구
1129000000,서울특별시 성북구,현존,11290,00000,성북구,서울특별시
1129000100,서울특별시 성북구 미아동,폐지,11290,00100,미아동,서울특별시 성북구
1129000200,서울특별시 성북구 번동,폐지,11290,00200,번동,서울특별시 성북구
1129000300,서울특별시 성북구 수유동,폐지,11290,00300,수유동,서울특별시 성북구
1129000400,서울특별시 성북구 우이동,폐지,11290,00400,우이동,서울특별시 성북구
1129000500,서울특별시 성북구 창동,폐지,11290,00500,창동,서울특별시 성북구
1129000600,서울특별시 성북구 월계동,폐지,11290,00600,월계동,서울특별시 성북구
1129000700,서울특별시 성북구 쌍문동,폐지,11290,00700,쌍문동,서울특별시 성북구
1129000800,서울특별시 성북구 공릉동,폐지,11290,00800,공릉동,서울특별시 성북구
1129000900,서울특별시 성북구 하계동,폐지,11290,00900,하계동,서울특별시 성북구
1129001000,서울특별시 성북구 상계동,폐지,11290,01000,상계동,서울특별시 성북구
1129001100,서울특별시 성북구 중계동,폐지,11290,01100,중계동,서울특별시 성북구
1129001200,서울특별시 성북구 도봉동,폐지,11290,01200,도봉동,서울특별시 성북구
1129001300,서울특별시 성북구 방학동,폐지,11290,01300,방학동,서울특별시 성북구
1129001400,서울특별시 성북구 성북동2가,폐지,11290,01400,성북동2가,서울특별시 성북구
1129001500,서울특별시 성북구 동소문동8가,폐지,11290,01500,동소문동8가,서울특별시 성북구
1129010100,서울특별시 성북구 성북동,현존,11290,10100,성북동,서울특별시 성북구
1129010200,서울특별시 성북구 성북동1가,현존,11290,10200,성북동1가,서울특별시 성북구
1129010300,서울특별시 성북구 돈암동,현존,11290,10300,돈암동,서울특별시 성북구
1129010400,서울특별시 성북구 동소문동1가,현존,11290,10400,동소문동1가,서울특별시 성북구
1129010500,서울특별시 성북구 동소문동2가,현존,11290,10500,동소문동2가,서울특별시 성북구
1129010600,서울특별시 성북구 동소문동3가,현존,11290,10600,동소문동3가,서울특별시 성북구
1129010700,서울특별시 성북구 동소문동4가,현존,11290,10700,동소문동4가,서울특별시 성북구
1129010800,서울특별시 성북구 동소문동5가,현존,11290,10800,동소문동5가,서울특별시 성북구
1129010900,서울특별시 성북구 동소문동6가,현존,11290,10900,동소문동6가,서울특별시 성북구
1129011000,서울특별시 성북구 동소문동7가,현존,11290,11000,동소문동7가,서울특별시 성북구
1129011100,서울특별시 성북구 삼선동1가,현존,11290,11100,삼선동1가,서울특별시 성북구
1129011200,서울특별시 성북구 삼선동2가,현존,11290,11200,삼선동2가,서울특별시 성북구
1129011300,서울특별시 성북구 삼선동3가,현존,11290,11300,삼선동3가,서울특별시 성북구
1129011400,서울특별시 성북구 삼선동4가,현존,11290,11400,삼선동4가,서울특별시 성북구
1129011500,서울특별시 성북구 삼선동5가,현존,11290,11500,삼선동5가,서울특별시 성북구
1129011600,서울특별시 성북구 동선동1가,현존,11290,11600,동선동1가,서울특별시 성북구
1129011700,서울특별시 성북구 동선동2가,현존,11290,11700,동선동2가,서울특별시 성북구
1129011800,서울특별시 성북구 동선동3가,현존,11290,11800,동선동3가,서울특별시 성북구
1129011900,서울특별시 성북구 동선동4가,현존,11290,11900,동선동4가,서울특별시 성북구
1129012000,서울특별시 성북구 동선동5가,현존,11290,12000,동선동5가,서울특별시 성북구
1129012100,서울특별시 성북구 안암동1가,현존,11290,12100,안암동1가,서울특별시 성북구
1129012200,서울특별시 성북구 안암동2가,현존,11290,12200,안암동2가,서울특별시 성북구
1129012300,서울특별시 성북구 안암동3가,현존,11290,12300,안암동3가,서울특별시 성북구
1129012400,서울특별시 성북구 안암동4가,현존,11290,12400,안암동4가,서울특별시 성북구
1129012500,서울특별시 성북구 안암동5가,현존,11290,12500,안암동5가,서울특별시 성북구
1129012600,서울특별시 성북구 보문동4가,현존,11290,12600,보문동4가,서울특별시 성북구
1129012700,서울특별시 성북구 보문동5가,현존,11290,12700,보문동5가,서울특별시 성북구
1129012800,서울특별시 성북구 보문동6가,현존,11290,12800,보문동6가,서울특별시 성북구
1129012900,서울특별시 성북구 보문동7가,현존,11290,12900,보문동7가,서울특별시 성북구
1129013000,서울특별시 성북구 보문동1가,현존,11290,13000,보문동1가,서울특별시 성북구
1129013100,서울특별시 성북구 보문동2가,현존,11290,13100,보문동2가,서울특별시 성북구
1129013200,서울특별시 성북구 보문동3가,현존,11290,13200,보문동3가,서울특별시 성북구
1129013300,서울특별시 성북구 정릉동,현존,11290,13300,정릉동,서울특별시 성북구
1129013400,서울특별시 성북구 길음동,현존,11290,13400,길음동,서울특별시 성북구
1129013500,서울특별시 성북구 종암동,현존,11290,13500,종암동,서울특별시 성북구
1129013600,서울특별시 성북구 하월곡동,현존,11290,13600,하월곡동,서울특별시 성북구
1129013700,서울특별시 성북구 상월곡동,현존,11290,13700,상월곡동,서울특별시 성북구
1129013800,서울특별시 성북구 장위동,현존,11290,13800,장위동,서울특별시 성북구
1129013900,서울특별시 성북구 석관동,현존,11290,13900,석관동,서울특별시 성북구
1129090100,서울특별시 성북구 성북1동,폐지,11290,90100,성북1동,서울특별시 성북구
1129090200,서울특별시 성북구 성북2동,폐지,11290,90200,성북2동,서울특별시 성북구
1129090300,서울특별시 성북구 삼선1동,폐지,11290,90300,삼선1동,서울특별시 성북구
1129090400,서울특별시 성북구 삼선2동,폐지,11290,90400,삼선2동,서울특별시 성북구
1129090500,서울특별시 성북구 동선1동,폐지,11290,90500,동선1동,서울특별시 성북구
1129090600,서울특별시 성북구 동선2동,폐지,11290,90600,동선2동,서울특별시 성북구
1129090700,서울특별시 성북구 돈암1동,폐지,11290,90700,돈암1동,서울특별시 성북구
1129090800,서울특별시 성북구 돈암2동,폐지,11290,90800,돈암2동,서울특별시 성북구
1129090900,서울특별시 성북구 정릉1동,폐지,11290,90900,정릉1동,서울특별시 성북구
1129091000,서울특별시 성북구 정릉2동,폐지,11290,91000,정릉2동,서울특별시 성북구
1129091100,서울특별시 성북구 정릉3동,폐지,11290,91100,정릉3동,서울특별시 성북구
1129091200,서울특별시 성북구 정릉4동,폐지,11290,91200,정릉4동,서울특별시 성북구
1129091300,서울특별시 성북구 길음1동,폐지,11290,91300,길음1동,서울특별시 성북구
1129091400,서울특별시 성북구 길음2동,폐지,11290,91400,길음2동,서울특별시 성북구
1129091500,서울특별시 성북구 길음3동,폐지,11290,91500,길음3동,서울특별시 성북구
1129091600,서울특별시 성북구 종암1동,폐지,11290,91600,종암1동,서울특별시 성북구
1129091700,서울특별시 성북구 종암2동,폐지,11290,91700,종암2동,서울특별시 성북구
1129091800,서울특별시 성북구 하월곡1동,폐지,11290,91800,하월곡1동,서울특별시 성북구
1129091900,서울특별시 성북구 하월곡2동,폐지,11290,91900,하월곡2동,서울특별시 성북구
1129092000,서울특별시 성북구 하월곡3동,폐지,11290,92000,하월곡3동,서울특별시 성북구
1129092100,서울특별시 성북구 하월곡4동,폐지,11290,92100,하월곡4동,서울특별시 성북구
1129092200,서울특별시 성북구 장위1동,폐지,11290,92200,장위1동,서울특별시 성북구
1129092300,서울특별시 성북구 장위2동,폐지,11290,92300,장위2동,서울특별시 성북구
1129092400,서울특별시 성북구 장위3동,폐지,11290,92400,장위3동,서울특별시 성북구
1129092500,서울특별시 성북구 석관1동,폐지,11290,92500,석관1동,서울특별시 성북구
1129092600,서울특별시 성북구 석관2동,폐지,11290,92600,석관2동,서울특별시 성북구
1130500000,서울특별시 강북구,현존,11305,00000,강북구,서울특별시
1130510100,서울특별시 강북구 미아동,현존,11305,10100,미아동,서울특별시 강북구
1130510200,서울특별시 강북구 번동,현존,11305,10200,번동,서울특별시 강북구
1130510300,서울특별시 강북구 수유동,현존,11305,10300,수유동,서울특별시 강북구
1130510400,서울특별시 강북구 우이동,현존,11305,10400,우이동,서울특별시 강북구
1132000000,서울특별시 도봉구,현존,11320,00000,도봉구,서울특별시
1132000300,서울특별시 도봉구 상계동,폐지,11320,00300,상계동,서울특별시 도봉구
1132000400,서울특별시 도봉구 중계동,폐지,11320,00400,중계동,서울특별시 도봉구
1132000500,서울특별시 도봉구 하계동,폐지,11320,00500,하계동,서울특별시 도봉구
1132000600,서울특별시 도봉구 월계동,폐지,11320,00600,월계동,서울특별시 도봉구
1132000700,서울특별시 도봉구 공릉동,폐지,11320,00700,공릉동,서울특별시 도봉구
1132010100,서울특별시 도봉구 미아동,폐지,11320,10100,미아동,서울특별시 도봉구
1132010200,서울특별시 도봉구 번동,폐지,11320,10200,번동,서울특별시 도봉구
1132010300,서울특별시 도봉구 수유동,폐지,11320,10300,수유동,서울특별시 도봉구
1132010400,서울특별시 도봉구 우이동,폐지,11320,10400,우이동,서울특별시 도봉구
1132010500,서울특별시 도봉구 쌍문동,현존,11320,10500,쌍문동,서울특별시 도봉구
1132010600,서울특별시 도봉구 방학동,현존,11320,10600,방학동,서울특별시 도봉구
1132010700,서울특별시 도봉구 창동,현존,11320,10700,창동,서울특별시 도봉구
1132010800,서울특별시 도봉구 도봉동,현존,11320,10800,도봉동,서울특별시 도봉구
1132090100,서울특별시 도봉구 창1동,폐지,11320,90100,창1동,서울특별시 도봉구
1132090200,서울특별시 도봉구 창2동,폐지,11320,90200,창2동,서울특별시 도봉구
1132090300,서울특별시 도봉구 창3동,폐지,11320,90300,창3동,서울특별시 도봉구
1132090400,서울특별시 도봉구 도봉1동,폐지,11320,90400,도봉1동,서울특별시 도봉구
1132090500,서울특별시 도봉구 도봉2동,폐지,11320,90500,도봉2동,서울특별시 도봉구
1132090600,서울특별시 도봉구 미아1동,폐지,11320,90600,미아1동,서울특별시 도봉구
1132090700,서울특별시 도봉구 미아2동,폐지,11320,90700,미아2동,서울특별시 도봉구
1132090800,서울특별시 도봉구 미아3동,폐지,11320,90800,미아3동,서울특별시 도봉구
1132090900,서울특별시 도봉구 미아4동,폐지,11320,90900,미아4동,서울특별시 도봉구
1132091000,서울특별시 도봉구 미아5동,폐지,11320,91000,미아5동,서울특별시 도봉구
1132091100,서울특별시 도봉구 미아6동,폐지,11320,91100,미아6동,서울특별시 도봉구
1132091200,서울특별시 도봉구 미아7동,폐지,11320,91200,미아7동,서울특별시 도봉구
1132091300,서울특별시 도봉구 미아8동,폐지,11320,91300,미아8동,서울특별시 도봉구
1132091400,서울특별시 도봉구 번1동,폐지,11320,91400,번1동,서울특별시 도봉구
1132091500,서울특별시 도봉구 번2동,폐지,11320,91500,번2동,서울특별시 도봉구
1132091600,서울특별시 도봉구 수유1동,폐지,11320,91600,수유1동,서울특별시 도봉구
1132091700,서울특별시 도봉구 수유2동,폐지,11320,91700,수유2동,서울특별시 도봉구
1132091800,서울특별시 도봉구 수유3동,폐지,11320,91800,수유3동,서울특별시 도봉구
1132091900,서울특별시 도봉구 수유4동,폐지,11320,91900,수유4동,서울특별시 도봉구
1132092000,서울특별시 도봉구 수유5동,폐지,11320,92000,수유5동,서울특별시 도봉구
1132092100,서울특별시 도봉구 쌍문1동,폐지,11320,92100,쌍문1동,서울특별시 도봉구
1132092200,서울특별시 도봉구 쌍문2동,폐지,11320,92200,쌍문2동,서울특별시 도봉구
1132092300,서울특별시 도봉구 쌍문3동,폐지,11320,92300,쌍문3동,서울특별시 도봉구
1132092400,서울특별시 도봉구 방학1동,폐지,11320,92400,방학1동,서울특별시 도봉구
1132092500,서울특별시 도봉구 방학2동,폐지,11320,92500,방학2동,서울특별시 도봉구
1132092600,서울특별시 도봉구 방학3동,폐지,11320,92600,방학3동,서울특별시 도봉구
1135000000,서울특별시 노원구,현존,11350,00000,노원구,서울특별시
1135010100,서울특별시 노원구 창동,폐지,11350,10100,창동,서울특별시 노원구
1135010200,서울특별시 노원구 월계동,현존,11350,10200,월계동,서울특별시 노원구
1135010300,서울특별시 노원구 공릉동,현존,11350,10300,공릉동,서울특별시 노원구
1135010400,서울특별시 노원구 하계동,현존,11350,10400,하계동,서울특별시 노원구
1135010500,서울특별시 노원구 상계동,현존,11350,10500,상계동,서울특별시 노원구
1135010600,서울특별시 노원구 중계동,현존,11350,10600,중계동,서울특별시 노원구
1135010700,서울특별시 노원구 도봉동,폐지,11350,10700,도봉동,서울특별시 노원구
1135090100,서울특별시 노원구 도봉1동,폐지,11350,90100,도봉1동,서울특별시 노원구
1135090200,서울특별시 노원구 도봉2동,폐지,11350,90200,도봉2동,서울특별시 노원구
1135090300,서울특별시 노원구 창1동,폐지,11350,90300,창1동,서울특별시 노원구
1135090400,서울특별시 노원구 창2동,폐지,11350,90400,창2동,서울특별시 노원구
1135090500,서울특별시 노원구 창3동,폐지,11350,90500,창3동,서울특별시 노원구
1135090600,서울특별시 노원구 월계1동,폐지,11350,90600,월계1동,서울특별시 노원구
1135090700,서울특별시 노원구 월계2동,폐지,11350,90700,월계2동,서울특별시 노원구
1135090800,서울특별시 노원구 월계3동,폐지,11350,90800,월계3동,서울특별시 노원구
1135090900,서울특별시 노원구 공릉1동,폐지,11350,90900,공릉1동,서울특별시 노원구
1135091000,서울특별시 노원구 공릉2동,폐지,11350,91000,공릉2동,서울특별시 노원구
1135091100,서울특별시 노원구 상계1동,폐지,11350,91100,상계1동,서울특별시 노원구
1135091200,서울특별시 노원구 상계2동,폐지,11350,91200,상계2동,서울특별시 노원구
1135091300,서울특별시 노원구 상계3동,폐지,11350,91300,상계3동,서울특별시 노원구
1135091400,서울특별시 노원구 상계4동,폐지,11350,91400,상계4동,서울특별시 노원구
1135091500,서울특별시 노원구 상계5동,폐지,11350,91500,상계5동,서울특별시 노원구
1135091600,서울특별시 노원구 상계6동,폐지,11350,91600,상계6동,서울특별시 노원구
1135091700,서울특별시 노원구 상계7동,폐지,11350,91700,상계7동,서울특별시 노원구
1138000000,서울특별시 은평구,현존,11380,00000,은평구,서울특별시
1138010100,서울특별시 은평구 수색동,현존,11380,10100,수색동,서울특별시 은평구
1138010200,서울특별시 은평구 녹번동,현존,11380,10200,녹번동,서울특별시 은평구
1138010300,서울특별시 은평구 불광동,현존,11380,10300,불광동,서울특별시 은평구
1138010400,서울특별시 은평구 갈현동,현존,11380,10400,갈현동,서울특별시 은평구
1138010500,서울특별시 은평구 구산동,현존,11380,10500,구산동,서울특별시 은평구
1138010600,서울특별시 은평구 대조동,현존,11380,10600,대조동,서울특별시 은평구
1138010700,서울특별시 은평구 응암동,현존,11380,10700,응암동,서울특별시 은평구
1138010800,서울특별시 은평구 역촌동,현존,11380,10800,역촌동,서울특별시 은평구
1138010900,서울특별시 은평구 신사동,현존,11380,10900,신사동,서울특별시 은평구
1138011000,서울특별시 은평구 증산동,현존,11380,11000,증산동,서울특별시 은평구
1138011100,서울특별시 은평구 진관내동,폐지,11380,11100,진관내동,서울특별시 은평구
1138011200,서울특별시 은평구 구파발동,폐지,11380,11200,구파발동,서울특별시 은평구
1138011300,서울특별시 은평구 진관외동,폐지,11380,11300,진관외동,서울특별시 은평구
1138011400,서울특별시 은평구 진관동,현존,11380,11400,진관동,서울특별시 은평구
1138090100,서울특별시 은평구 불광1동,폐지,11380,90100,불광1동,서울특별시 은평구
1138090200,서울특별시 은평구 불광2동,폐지,11380,90200,불광2동,서울특별시 은평구
1138090300,서울특별시 은평구 불광3동,폐지,11380,90300,불광3동,서울특별시 은평구
1138090400,서울특별시 은평구 응암1동,폐지,11380,90400,응암1동,서울특별시 은평구
1138090500,서울특별시 은평구 응암2동,폐지,11380,90500,응암2동,서울특별시 은평구
1138090600,서울특별시 은평구 응암3동,폐지,11380,90600,응암3동,서울특별시 은평구
1138090700,서울특별시 은평구 역촌1동,폐지,11380,90700,역촌1동,서울특별시 은평구
1138090800,서울특별시 은평구 역촌2동,폐지,11380,90800,역촌2동,서울특별시 은평구
1138090900,서울특별시 은평구 응암4동,폐지,11380,90900,응암4동,서울특별시 은평구
1141000000,서울특별시 서대문구,현존,11410,00000,서대문구,서울특별시
1141000100,서울특별시 서대문구 평창동,폐지,11410,00100,평창동,서울특별시 서대문구
1141000200,서울특별시 서대문구 구기동,폐지,11410,00200,구기동,서울특별시 서대문구
1141000300,서울특별시 서대문구 부암동,폐지,11410,00300,부암동,서울특별시 서대문구
1141000400,서울특별시 서대문구 홍지동,폐지,11410,00400,홍지동,서울특별시 서대문구
1141000500,서울특별시 서대문구 신영동,폐지,11410,00500,신영동,서울특별시 서대문구
1141000600,서울특별시 서대문구 행촌동,폐지,11410,00600,행촌동,서울특별시 서대문구
1141000700,서울특별시 서대문구 송월동,폐지,11410,00700,송월동,서울특별시 서대문구
1141000800,서울특별시 서대문구 홍파동,폐지,11410,00800,홍파동,서울특별시 서대문구
1141000900,서울특별시 서대문구 평동,폐지,11410,00900,평동,서울특별시 서대문구
1141001000,서울특별시 서대문구 교남동,폐지,11410,01000,교남동,서울특별시 서대문구
1141001100,서울특별시 서대문구 교북동,폐지,11410,01100,교북동,서울특별시 서대문구
1141001200,서울특별시 서대문구 서소문동,폐지,11410,01200,서소문동,서울특별시 서대문구
1141001300,서울특별시 서대문구 정동,폐지,11410,01300,정동,서울특별시 서대문구
1141001400,서울특별시 서대문구 순화동,폐지,11410,01400,순화동,서울특별시 서대문구
1141001500,서울특별시 서대문구 의주로2가,폐지,11410,01500,의주로2가,서울특별시 서대문구
1141001600,서울특별시 서대문구 중림동,폐지,11410,01600,중림동,서울특별시 서대문구
1141001700,서울특별시 서대문구 의주로1가,폐지,11410,01700,의주로1가,서울특별시 서대문구
1141001800,서울특별시 서대문구 충정로1가,폐지,11410,01800,충정로1가,서울특별시 서대문구
1141001900,서울특별시 서대문구 노고산동,폐지,11410,01900,노고산동,서울특별시 서대문구
1141002000,서울특별시 서대문구 만리동1가,폐지,11410,02000,만리동1가,서울특별시 서대문구
1141002100,서울특별시 서대문구 만리동2가,폐지,11410,02100,만리동2가,서울특별시 서대문구
1141002200,서울특별시 서대문구 상암동,폐지,11410,02200,상암동,서울특별시 서대문구
1141002300,서울특별시 서대문구 성산동,폐지,11410,02300,성산동,서울특별시 서대문구
1141002400,서울특별시 서대문구 수색동,폐지,11410,02400,수색동,서울특별시 서대문구
1141002500,서울특별시 서대문구 중동,폐지,11410,02500,중동,서울특별시 서대문구
1141002600,서울특별시 서대문구 녹번동,폐지,11410,02600,녹번동,서울특별시 서대문구
1141002700,서울특별시 서대문구 불광동,폐지,11410,02700,불광동,서울특별시 서대문구
1141002800,서울특별시 서대문구 갈현동,폐지,11410,02800,갈현동,서울특별시 서대문구
1141002900,서울특별시 서대문구 역촌동,폐지,11410,02900,역촌동,서울특별시 서대문구
1141003000,서울특별시 서대문구 신사동,폐지,11410,03000,신사동,서울특별시 서대문구
1141003100,서울특별시 서대문구 구파발동,폐지,11410,03100,구파발동,서울특별시 서대문구
1141003200,서울특별시 서대문구 구산동,폐지,11410,03200,구산동,서울특별시 서대문구
1141003300,서울특별시 서대문구 진관내동,폐지,11410,03300,진관내동,서울특별시 서대문구
1141003400,서울특별시 서대문구 진관외동,폐지,11410,03400,진관외동,서울특별시 서대문구
1141003500,서울특별시 서대문구 응암동,폐지,11410,03500,응암동,서울특별시 서대문구
1141003600,서울특별시 서대문구 대조동,폐지,11410,03600,대조동,서울특별시 서대문구
1141003700,서울특별시 서대문구 증산동,폐지,11410,03700,증산동,서울특별시 서대문구
1141010100,서울특별시 서대문구 충정로2가,현존,11410,10100,충정로2가,서울특별시 서대문구
1141010200,서울특별시 서대문구 충정로3가,현존,11410,10200,충정로3가,서울특별시 서대문구
1141010300,서울특별시 서대문구 합동,현존,11410,10300,합동,서울특별시 서대문구
1141010400,서울특별시 서대문구 미근동,현존,11410,10400,미근동,서울특별시 서대문구
1141010500,서울특별시 서대문구 냉천동,현존,11410,10500,냉천동,서울특별시 서대문구
1141010600,서울특별시 서대문구 천연동,현존,11410,10600,천연동,서울특별시 서대문구
1141010700,서울특별시 서대문구 옥천동,현존,11410,10700,옥천동,서울특별시 서대문구
1141010800,서울특별시 서대문구 영천동,현존,11410,10800,영천동,서울특별시 서대문구
1141010900,서울특별시 서대문구 현저동,현존,11410,10900,현저동,서울특별시 서대문구
1141011000,서울특별시 서대문구 북아현동,현존,11410,11000,북아현동,서울특별시 서대문구
1141011100,서울특별시 서대문구 홍제동,현존,11410,11100,홍제동,서울특별시 서대문구
1141011200,서울특별시 서대문구 대현동,현존,11410,11200,대현동,서울특별시 서대문구
1141011300,서울특별시 서대문구 대신동,현존,11410,11300,대신동,서울특별시 서대문구
1141011400,서울특별시 서대문구 신촌동,현존,11410,11400,신촌동,서울특별시 서대문구
1141011500,서울특별시 서대문구 봉원동,현존,11410,11500,봉원동,서울특별시 서대문구
1141011600,서울특별시 서대문구 창천동,현존,11410,11600,창천동,서울특별시 서대문구
1141011700,서울특별시 서대문구 연희동,현존,11410,11700,연희동,서울특별시 서대문구
1141011800,서울특별시 서대문구 홍은동,현존,11410,11800,홍은동,서울특별시 서대문구
1141011900,서울특별시 서대문구 북가좌동,현존,11410,11900,북가좌동,서울특별시 서대문구
1141012000,서울특별시 서대문구 남가좌동,현존,11410,12000,남가좌동,서울특별시 서대문구
1141090100,서울특별시 서대문구 충정로동,폐지,11410,90100,충정로동,서울특별시 서대문구
1141090200,서울특별시 서대문구 북아현1동,폐지,11410,90200,북아현1동,서울특별시 서대문구
1141090300,서울특별시 서대문구 북아현2동,폐지,11410,90300,북아현2동,서울특별시 서대문구
1141090400,서울특별시 서대문구 북아현3동,폐지,11410,90400,북아현3동,서울특별시 서대문구
1141090500,서울특별시 서대문구 연희1동,폐지,11410,90500,연희1동,서울특별시 서대문구
1141090600,서울특별시 서대문구 연희2동,폐지,11410,90600,연희2동,서울특별시 서대문구
1141090700,서울특별시 서대문구 연희3동,폐지,11410,90700,연희3동,서울특별시 서대문구
1141090800,서울특별시 서대문구 홍제1동,폐지,11410,90800,홍제1동,서울특별시 서대문구
1141090900,서울특별시 서대문구 홍제2동,폐지,11410,90900,홍제2동,서울특별시 서대문구
1141091000,서울특별시 서대문구 홍제3동,폐지,11410,91000,홍제3동,서울특별시 서대문구
1141091100,서울특별시 서대문구 홍제4동,폐지,11410,91100,홍제4동,서울특별시 서대문구
1141091200,서울특별시 서대문구 홍은1동,폐지,11410,91200,홍은1동,서울특별시 서대문구
1141091300,서울특별시 서대문구 홍은2동,폐지,11410,91300,홍은2동,서울특별시 서대문구
1141091400,서울특별시 서대문구 홍은3동,폐지,11410,91400,홍은3동,서울특별시 서대문구
1141091500,서울특별시 서대문구 남가좌1동,폐지,11410,91500,남가좌1동,서울특별시 서대문구
1141091600,서울특별시 서대문구 남가좌2동,폐지,11410,91600,남가좌2동,서울특별시 서대문구
1141091700,서울특별시 서대문구 북가좌1동,폐지,11410,91700,북가좌1동,서울특별시 서대문구
1141091800,서울특별시 서대문구 북가좌1동,폐지,11410,91800,북가좌1동,서울특별시 서대문구
1144000000,서울특별시 마포구,현존,11440,00000,마포구,서울특별시
1144000100,서울특별시 마포구 연희동,폐지,11440,00100,연희동,서울특별시 마포구
1144000200,서울특별시 마포구 남가좌동,폐지,11440,00200,남가좌동,서울특별시 마포구
1144000300,서울특별시 마포구 수색동,폐지,11440,00300,수색동,서울특별시 마포구
1144000400,서울특별시 마포구 율도동,폐지,11440,00400,율도동,서울특별시 마포구
1144010100,서울특별시 마포구 아현동,현존,11440,10100,아현동,서울특별시 마포구
1144010200,서울특별시 마포구 공덕동,현존,11440,10200,공덕동,서울특별시 마포구
1144010300,서울특별시 마포구 신공덕동,현존,11440,10300,신공덕동,서울특별시 마포구
1144010400,서울특별시 마포구 도화동,현존,11440,10400,도화동,서울특별시 마포구
1144010500,서울특별시 마포구 용강동,현존,11440,10500,용강동,서울특별시 마포구
1144010600,서울특별시 마포구 토정동,현존,11440,10600,토정동,서울특별시 마포구
1144010700,서울특별시 마포구 마포동,현존,11440,10700,마포동,서울특별시 마포구
1144010800,서울특별시 마포구 대흥동,현존,11440,10800,대흥동,서울특별시 마포구
1144010900,서울특별시 마포구 염리동,현존,11440,10900,염리동,서울특별시 마포구
1144011000,서울특별시 마포구 노고산동,현존,11440,11000,노고산동,서울특별시 마포구
1144011100,서울특별시 마포구 신수동,현존,11440,11100,신수동,서울특별시 마포구
1144011200,서울특별시 마포구 현석동,현존,11440,11200,현석동,서울특별시 마포구
1144011300,서울특별시 마포구 구수동,현존,11440,11300,구수동,서울특별시 마포구
1144011400,서울특별시 마포구 창전동,현존,11440,11400,창전동,서울특별시 마포구
1144011500,서울특별시 마포구 상수동,현존,11440,11500,상수동,서울특별시 마포구
1144011600,서울특별시 마포구 하중동,현존,11440,11600,하중동,서울특별시 마포구
1144011700,서울특별시 마포구 신정동,현존,11440,11700,신정동,서울특별시 마포구
1144011800,서울특별시 마포구 당인동,현존,11440,11800,당인동,서울특별시 마포구
1144011900,서울특별시 마포구 하수동,폐지,11440,11900,하수동,서울특별시 마포구
1144012000,서울특별시 마포구 서교동,현존,11440,12000,서교동,서울특별시 마포구
1144012100,서울특별시 마포구 동교동,현존,11440,12100,동교동,서울특별시 마포구
1144012200,서울특별시 마포구 합정동,현존,11440,12200,합정동,서울특별시 마포구
1144012300,서울특별시 마포구 망원동,현존,11440,12300,망원동,서울특별시 마포구
1144012400,서울특별시 마포구 연남동,현존,11440,12400,연남동,서울특별시 마포구
1144012500,서울특별시 마포구 성산동,현존,11440,12500,성산동,서울특별시 마포구
1144012600,서울특별시 마포구 중동,현존,11440,12600,중동,서울특별시 마포구
1144012700,서울특별시 마포구 상암동,현존,11440,12700,상암동,서울특별시 마포구
1144090100,서울특별시 마포구 아현1동,폐지,11440,90100,아현1동,서울특별시 마포구
1144090200,서울특별시 마포구 아현2동,폐지,11440,90200,아현2동,서울특별시 마포구
1144090300,서울특별시 마포구 아현3동,폐지,11440,90300,아현3동,서울특별시 마포구
1144090400,서울특별시 마포구 공덕1동,폐지,11440,90400,공덕1동,서울특별시 마포구
1144090500,서울특별시 마포구 공덕2동,폐지,11440,90500,공덕2동,서울특별시 마포구
1144090600,서울특별시 마포구 도화1동,폐지,11440,90600,도화1동,서울특별시 마포구
1144090700,서울특별시 마포구 도화2동,폐지,11440,90700,도화2동,서울특별시 마포구
1144090800,서울특별시 마포구 망원1동,폐지,11440,90800,망원1동,서울특별시 마포구
1144090900,서울특별시 마포구 망원2동,폐지,11440,90900,망원2동,서울특별시 마포구
1144091000,서울특별시 마포구 성산1동,폐지,11440,91000,성산1동,서울특별시 마포구
1144091100,서울특별시 마포구 성산2동,폐지,11440,91100,성산2동,서울특별시 마포구
1147000000,서울특별시 양천구,현존,11470,00000,양천구,서울특별시
1147010100,서울특별시 양천구 신정동,현존,11470,10100,신정동,서울특별시 양천구
1147010200,서울특별시 양천구 목동,현존,11470,10200,목동,서울특별시 양천구
1147010300,서울특별시 양천구 신월동,현존,11470,10300,신월동,서울특별시 양천구
1147090100,서울특별시 양천구 목1동,폐지,11470,90100,목1동,서울특별시 양천구
1147090200,서울특별시 양천구 목2동,폐지,11470,90200,목2동,서울특별시 양천구
1147090300,서울특별시 양천구 목3동,폐지,11470,90300,목3동,서울특별시 양천구
