전체코드,시군구코드,시군구명,법정동코드,법정동명,폐지구분
1159090600,11590,동작구,90600,흑석1동,폐지
1159090700,11590,동작구,90700,흑석2동,폐지
1159090800,11590,동작구,90800,흑석3동,폐지
1159090900,11590,동작구,90900,사당1동,폐지
1159091000,11590,동작구,91000,사당2동,폐지
1159091100,11590,동작구,91100,사당3동,폐지
1159091200,11590,동작구,91200,사당4동,폐지
1159091300,11590,동작구,91300,신대방1동,폐지
1159091400,11590,동작구,91400,신대방2동,폐지
1162000100,11620,관악구,100,대방동,폐지
1162000200,11620,관악구,200,신대방동,폐지
1162000300,11620,관악구,300,노량진동,폐지
1162000400,11620,관악구,400,상도동,폐지
1162000500,11620,관악구,500,본동,폐지
1162000600,11620,관악구,600,흑석동,폐지
1162000700,11620,관악구,700,동작동,폐지
1162000800,11620,관악구,800,사당동,폐지
1162000900,11620,관악구,900,방배동,폐지
1162001000,11620,관악구,1000,상도제1동,폐지
1162010100,11620,관악구,10100,봉천동,현존
1162010200,11620,관악구,10200,신림동,현존
1162010300,11620,관악구,10300,남현동,현존
1162090100,11620,관악구,90100,봉천본동,폐지
1162090200,11620,관악구,90200,봉천1동,폐지
1162090300,11620,관악구,90300,봉천2동,폐지
1162090400,11620,관악구,90400,봉천3동,폐지
1162090500,11620,관악구,90500,봉천4동,폐지
1162090600,11620,관악구,90600,봉천5동,폐지
1162090700,11620,관악구,90700,봉천6동,폐지
1162090800,11620,관악구,90800,봉천7동,폐지
1162090900,11620,관악구,90900,봉천8동,폐지
1162091000,11620,관악구,91000,봉천9동,폐지
1162091100,11620,관악구,91100,봉천10동,폐지
1162091200,11620,관악구,91200,봉천11동,폐지
1162091300,11620,관악구,91300,신림본동,폐지
1162091400,11620,관악구,91400,신림1동,폐지
1162091500,11620,관악구,91500,신림2동,폐지
1162091600,11620,관악구,91600,신림3동,폐지
1162091700,11620,관악구,91700,신림4동,폐지
1162091800,11620,관악구,91800,신림5동,폐지
1162091900,11620,관악구,91900,신림6동,폐지
1162092000,11620,관악구,92000,신림7동,폐지
1162092100,11620,관악구,92100,신림8동,폐지
1162092200,11620,관악구,92200,신림9동,폐지
1162092300,11620,관악구,92300,신림10동,폐지
1162092400,11620,관악구,92400,신림11동,폐지
1165000100,11650,서초구,100,개포동,폐지
1165010100,11650,서초구,10100,방배동,현존
1165010200,11650,서초구,10200,양재동,현존
1165010300,11650,서초구,10300,우면동,현존
1165010400,11650,서초구,10400,원지동,현존
1165010500,11650,서초구,10500,도곡동,폐지
1165010600,11650,서초구,10600,잠원동,현존
1165010700,11650,서초구,10700,반포동,현존
1165010800,11650,서초구,10800,서초동,현존
1165010900,11650,서초구,10900,내곡동,현존
1165011000,11650,서초구,11000,염곡동,현존
1165011100,11650,서초구,11100,신원동,현존
1165011200,11650,서초구,11200,역삼동,폐지
1165011300,11650,서초구,11300,신사동,폐지
1165090100,11650,서초구,90100,서초1동,폐지
1165090200,11650,서초구,90200,서초2동,폐지
1165090300,11650,서초구,90300,서초3동,폐지
1165090400,11650,서초구,90400,반포본동,폐지
1165090500,11650,서초구,90500,반포1동,폐지
1165090600,11650,서초구,90600,반포2동,폐지
1165090700,11650,서초구,90700,반포3동,폐지
1165090800,11650,서초구,90800,방배본동,폐지
1165090900,11650,서초구,90900,방배1동,폐지
1165091000,11650,서초구,91000,방배2동,폐지
1165091100,11650,서초구,91100,방배3동,폐지
1165091200,11650,서초구,91200,도곡1동,폐지
1165091300,11650,서초구,91300,도곡2동,폐지
1168000100,11680,강남구,100,잠원동,폐지
1168000200,11680,강남구,200,양재동,폐지
1168000300,11680,강남구,300,원지동,폐지
1168000400,11680,강남구,400,우면동,폐지
1168000500,11680,강남구,500,염곡동,폐지
1168000600,11680,강남구,600,내곡동,폐지
1168000700,11680,강남구,700,신원동,폐지
1168000800,11680,강남구,800,방배동,폐지
1168000900,11680,강남구,900,하일동,폐지
1168001000,11680,강남구,1000,상일동,폐지
1168001100,11680,강남구,1100,명일동,폐지
1168001200,11680,강남구,1200,고덕동,폐지
1168001300,11680,강남구,1300,암사동,폐지
1168001400,11680,강남구,1400,천호동,폐지
1168001500,11680,강남구,1500,성내동,폐지
1168001600,11680,강남구,1600,풍납동,폐지
1168001700,11680,강남구,1700,길동,폐지
1168001800,11680,강남구,1800,둔촌동,폐지
1168001900,11680,강남구,1900,거여동,폐지
1168002000,11680,강남구,2000,마천동,폐지
1168002100,11680,강남구,2100,방이동,폐지
1168002200,11680,강남구,2200,이동,폐지
1168002300,11680,강남구,2300,오금동,폐지
1168002400,11680,강남구,2400,송파동,폐지
1168002500,11680,강남구,2500,석촌동,폐지
1168002600,11680,강남구,2600,가락동,폐지
1168002700,11680,강남구,2700,문정동,폐지
1168002800,11680,강남구,2800,잠실동,폐지
1168002900,11680,강남구,2900,신천동,폐지
1168003000,11680,강남구,3000,삼전동,폐지
1168003100,11680,강남구,3100,송금동,폐지
1168003200,11680,강남구,3200,장지동,폐지
1168003300,11680,강남구,3300,학동,폐지
1168010100,11680,강남구,10100,역삼동,현존
1168010200,11680,강남구,10200,포이동,폐지
1168010300,11680,강남구,10300,개포동,현존
1168010400,11680,강남구,10400,청담동,현존
1168010500,11680,강남구,10500,삼성동,현존
1168010600,11680,강남구,10600,대치동,현존
1168010700,11680,강남구,10700,신사동,현존
1168010800,11680,강남구,10800,논현동,현존
1168011000,11680,강남구,11000,압구정동,현존
1168011100,11680,강남구,11100,세곡동,현존
1168011200,11680,강남구,11200,자곡동,현존
1168011300,11680,강남구,11300,율현동,현존
1168011400,11680,강남구,11400,일원동,현존
1168011500,11680,강남구,11500,수서동,현존
1168011600,11680,강남구,11600,반포동,폐지
1168011700,11680,강남구,11700,서초동,폐지
1168011800,11680,강남구,11800,도곡동,현존
1168090100,11680,강남구,90100,압구정1동,폐지
1168090200,11680,강남구,90200,압구정2동,폐지
1168090300,11680,강남구,90300,청담1동,폐지
1168090400,11680,강남구,90400,청담2동,폐지
1168090500,11680,강남구,90500,삼성1동,폐지
1168090600,11680,강남구,90600,삼성2동,폐지
1168090700,11680,강남구,90700,대치1동,폐지
1168090800,11680,강남구,90800,대치2동,폐지
1168090900,11680,강남구,90900,대치3동,폐지
1168091000,11680,강남구,91000,대치4동,폐지
1168091100,11680,강남구,91100,역삼1동,폐지
1168091200,11680,강남구,91200,역삼2동,폐지
1168091300,11680,강남구,91300,도곡1동,폐지
1168091400,11680,강남구,91400,도곡2동,폐지
1168091500,11680,강남구,91500,개포1동,폐지
1168091600,11680,강남구,91600,개포2동,폐지
1168091700,11680,강남구,91700,개포3동,폐지
1168091800,11680,강남구,91800,개포4동,폐지
1171010100,11710,송파구,10100,잠실동,현존
1171010200,11710,송파구,10200,신천동,현존
1171010300,11710,송파구,10300,풍납동,현존
1171010400,11710,송파구,10400,송파동,현존
1171010500,11710,송파구,10500,석촌동,현존
1171010600,11710,송파구,10600,삼전동,현존
1171010700,11710,송파구,10700,가락동,현존
1171010800,11710,송파구,10800,문정동,현존
1171010900,11710,송파구,10900,장지동,현존
1171011000,11710,송파구,11000,이동,폐지
1171011100,11710,송파구,11100,방이동,현존
1171011200,11710,송파구,11200,오금동,현존
1171011300,11710,송파구,11300,거여동,현존
1171011400,11710,송파구,11400,마천동,현존
1174000100,11740,강동구,100,잠실동,폐지
1174000200,11740,강동구,200,신천동,폐지
1174000300,11740,강동구,300,풍납동,폐지
1174000400,11740,강동구,400,송파동,폐지
1174000500,11740,강동구,500,석촌동,폐지
1174000600,11740,강동구,600,삼전동,폐지
1174000700,11740,강동구,700,가락동,폐지
1174000800,11740,강동구,800,문정동,폐지
1174000900,11740,강동구,900,장지동,폐지
1174001000,11740,강동구,1000,방이동,폐지
1174001100,11740,강동구,1100,오금동,폐지
1174001200,11740,강동구,1200,거여동,폐지
1174001300,11740,강동구,1300,마천동,폐지
1174001400,11740,강동구,1400,이동,폐지
1174010100,11740,강동구,10100,명일동,현존
1174010200,11740,강동구,10200,고덕동,현존
1174010300,11740,강동구,10300,상일동,현존
1174010400,11740,강동구,10400,하일동,폐지
1174010500,11740,강동구,10500,길동,현존
1174010600,11740,강동구,10600,둔촌동,현존
1174010700,11740,강동구,10700,암사동,현존
1174010800,11740,강동구,10800,성내동,현존
1174010900,11740,강동구,10900,천호동,현존
1174011000,11740,강동구,11000,강일동,현존
